age_group	broad_compartment	fine_cell_type	target_compartments	gene	n_cells	n_detected_cells	detection_fraction	n_donor_sample_units
older_adult_65plus	Hema	pre_Treg2	other	LOXL1	59	0	0.0	1
older_adult_65plus	Hema	pre_Treg2	other	LOXL2	59	0	0.0	1
older_adult_65plus	Hema	pre_Treg2	other	LOXL3	59	0	0.0	1
older_adult_65plus	Hema	pre_Treg2	other	LOXL4	59	0	0.0	1
older_adult_65plus	Hema	αβ_Entry	other	LOX	127	0	0.0	1
older_adult_65plus	Hema	αβ_Entry	other	LOXL1	127	0	0.0	1
older_adult_65plus	Hema	αβ_Entry	other	LOXL2	127	0	0.0	1
older_adult_65plus	Hema	αβ_Entry	other	LOXL3	127	0	0.0	1
older_adult_65plus	Hema	αβ_Entry	other	LOXL4	127	0	0.0	1
older_adult_65plus	Hema	γδT_1	other	LOX	5	1	0.2	1
older_adult_65plus	Hema	γδT_1	other	LOXL1	5	0	0.0	1
older_adult_65plus	Hema	γδT_1	other	LOXL2	5	0	0.0	1
older_adult_65plus	Hema	γδT_1	other	LOXL3	5	0	0.0	1
older_adult_65plus	Hema	γδT_1	other	LOXL4	5	0	0.0	1
older_adult_65plus	Hema	γδT_2	other	LOX	10	0	0.0	1
older_adult_65plus	Hema	γδT_2	other	LOXL1	10	0	0.0	1
older_adult_65plus	Hema	γδT_2	other	LOXL2	10	0	0.0	1
older_adult_65plus	Hema	γδT_2	other	LOXL3	10	0	0.0	1
older_adult_65plus	Hema	γδT_2	other	LOXL4	10	0	0.0	1
older_adult_65plus	Hema	γδT_3	other	LOX	5	0	0.0	1
older_adult_65plus	Hema	γδT_3	other	LOXL1	5	0	0.0	1
older_adult_65plus	Hema	γδT_3	other	LOXL2	5	0	0.0	1
older_adult_65plus	Hema	γδT_3	other	LOXL3	5	0	0.0	1
older_adult_65plus	Hema	γδT_3	other	LOXL4	5	0	0.0	1
older_adult_65plus	MK	MK	other	LOX	882	8	0.009070294784580499	8
older_adult_65plus	MK	MK	other	LOXL1	882	0	0.0	8
older_adult_65plus	MK	MK	other	LOXL2	882	0	0.0	8
older_adult_65plus	MK	MK	other	LOXL3	882	25	0.02834467120181406	8
older_adult_65plus	MK	MK	other	LOXL4	882	0	0.0	8
older_adult_65plus	Memory_B	Memory_B	other	LOX	531	0	0.0	8
older_adult_65plus	Memory_B	Memory_B	other	LOXL1	531	1	0.0018832391713747645	8
older_adult_65plus	Memory_B	Memory_B	other	LOXL2	531	1	0.0018832391713747645	8
older_adult_65plus	Memory_B	Memory_B	other	LOXL3	531	4	0.007532956685499058	8
older_adult_65plus	Memory_B	Memory_B	other	LOXL4	531	0	0.0	8
older_adult_65plus	Mes	Fb_1	mesenchymal_or_fibroblast_like	LOX	1534	488	0.318122555410691	3
older_adult_65plus	Mes	Fb_1	mesenchymal_or_fibroblast_like	LOXL1	1534	149	0.09713168187744459	3
older_adult_65plus	Mes	Fb_1	mesenchymal_or_fibroblast_like	LOXL2	1534	62	0.04041720990873533	3
older_adult_65plus	Mes	Fb_1	mesenchymal_or_fibroblast_like	LOXL3	1534	47	0.030638852672750978	3
older_adult_65plus	Mes	Fb_1	mesenchymal_or_fibroblast_like	LOXL4	1534	35	0.022816166883963495	3
older_adult_65plus	Mes	Fb_2	mesenchymal_or_fibroblast_like	LOX	379	167	0.44063324538258575	3
older_adult_65plus	Mes	Fb_2	mesenchymal_or_fibroblast_like	LOXL1	379	104	0.27440633245382584	3
older_adult_65plus	Mes	Fb_2	mesenchymal_or_fibroblast_like	LOXL2	379	7	0.018469656992084433	3
older_adult_65plus	Mes	Fb_2	mesenchymal_or_fibroblast_like	LOXL3	379	30	0.079155672823219	3
older_adult_65plus	Mes	Fb_2	mesenchymal_or_fibroblast_like	LOXL4	379	12	0.0316622691292876	3
older_adult_65plus	Mes	VSMCs	mesenchymal_or_fibroblast_like	LOX	72	8	0.1111111111111111	3
older_adult_65plus	Mes	VSMCs	mesenchymal_or_fibroblast_like	LOXL1	72	5	0.06944444444444445	3
older_adult_65plus	Mes	VSMCs	mesenchymal_or_fibroblast_like	LOXL2	72	6	0.08333333333333333	3
older_adult_65plus	Mes	VSMCs	mesenchymal_or_fibroblast_like	LOXL3	72	0	0.0	3
older_adult_65plus	Mes	VSMCs	mesenchymal_or_fibroblast_like	LOXL4	72	2	0.027777777777777776	3
older_adult_65plus	Mono1	Mono1	other	LOX	6938	0	0.0	8
older_adult_65plus	Mono1	Mono1	other	LOXL1	6938	3	0.0004324012683770539	8
older_adult_65plus	Mono1	Mono1	other	LOXL2	6938	3	0.0004324012683770539	8
older_adult_65plus	Mono1	Mono1	other	LOXL3	6938	234	0.033727298933410206	8
older_adult_65plus	Mono1	Mono1	other	LOXL4	6938	1	0.00014413375612568464	8
older_adult_65plus	Mono2	Mono2	other	LOX	1498	0	0.0	8
older_adult_65plus	Mono2	Mono2	other	LOXL1	1498	0	0.0	8
older_adult_65plus	Mono2	Mono2	other	LOXL2	1498	0	0.0	8
older_adult_65plus	Mono2	Mono2	other	LOXL3	1498	170	0.11348464619492657	8
older_adult_65plus	Mono2	Mono2	other	LOXL4	1498	0	0.0	8
older_adult_65plus	Mono3	Mono3	other	LOX	8	0	0.0	4
older_adult_65plus	Mono3	Mono3	other	LOXL1	8	0	0.0	4
older_adult_65plus	Mono3	Mono3	other	LOXL2	8	0	0.0	4
older_adult_65plus	Mono3	Mono3	other	LOXL3	8	0	0.0	4
older_adult_65plus	Mono3	Mono3	other	LOXL4	8	0	0.0	4
older_adult_65plus	NK	CD56_Bright_NK	other	LOX	179	0	0.0	8
older_adult_65plus	NK	CD56_Bright_NK	other	LOXL1	179	0	0.0	8
older_adult_65plus	NK	CD56_Bright_NK	other	LOXL2	179	0	0.0	8
older_adult_65plus	NK	CD56_Bright_NK	other	LOXL3	179	0	0.0	8
older_adult_65plus	NK	CD56_Bright_NK	other	LOXL4	179	0	0.0	8
older_adult_65plus	NK	CD56_Dim_NK	other	LOX	2246	0	0.0	8
older_adult_65plus	NK	CD56_Dim_NK	other	LOXL1	2246	2	0.0008904719501335708	8
older_adult_65plus	NK	CD56_Dim_NK	other	LOXL2	2246	7	0.003116651825467498	8
older_adult_65plus	NK	CD56_Dim_NK	other	LOXL3	2246	1	0.0004452359750667854	8
older_adult_65plus	NK	CD56_Dim_NK	other	LOXL4	2246	0	0.0	8
older_adult_65plus	NK	LAG3+NK	other	LOX	6189	0	0.0	8
older_adult_65plus	NK	LAG3+NK	other	LOXL1	6189	16	0.0025852318629827112	8
older_adult_65plus	NK	LAG3+NK	other	LOXL2	6189	14	0.0022620778801098725	8
older_adult_65plus	NK	LAG3+NK	other	LOXL3	6189	5	0.0008078849571820973	8
older_adult_65plus	NK	LAG3+NK	other	LOXL4	6189	0	0.0	8
older_adult_65plus	Naive_B	Naive_B	other	LOX	702	0	0.0	8
older_adult_65plus	Naive_B	Naive_B	other	LOXL1	702	1	0.0014245014245014246	8
older_adult_65plus	Naive_B	Naive_B	other	LOXL2	702	1	0.0014245014245014246	8
older_adult_65plus	Naive_B	Naive_B	other	LOXL3	702	0	0.0	8
older_adult_65plus	Naive_B	Naive_B	other	LOXL4	702	2	0.002849002849002849	8
older_adult_65plus	Plasma	Plasma	other	LOX	91	0	0.0	8
older_adult_65plus	Plasma	Plasma	other	LOXL1	91	0	0.0	8
older_adult_65plus	Plasma	Plasma	other	LOXL2	91	0	0.0	8
older_adult_65plus	Plasma	Plasma	other	LOXL3	91	0	0.0	8
older_adult_65plus	Plasma	Plasma	other	LOXL4	91	0	0.0	8
older_adult_65plus	Tcell	CD4+CTL	other	LOX	7288	0	0.0	8
older_adult_65plus	Tcell	CD4+CTL	other	LOXL1	7288	37	0.005076838638858398	8
older_adult_65plus	Tcell	CD4+CTL	other	LOXL2	7288	16	0.0021953896816684962	8
older_adult_65plus	Tcell	CD4+CTL	other	LOXL3	7288	11	0.0015093304061470911	8
older_adult_65plus	Tcell	CD4+CTL	other	LOXL4	7288	2	0.00027442371020856203	8
older_adult_65plus	Tcell	CD4+RTE	other	LOX	24	0	0.0	6
older_adult_65plus	Tcell	CD4+RTE	other	LOXL1	24	0	0.0	6
older_adult_65plus	Tcell	CD4+RTE	other	LOXL2	24	0	0.0	6
older_adult_65plus	Tcell	CD4+RTE	other	LOXL3	24	0	0.0	6
older_adult_65plus	Tcell	CD4+RTE	other	LOXL4	24	0	0.0	6
older_adult_65plus	Tcell	CD4+TCM	other	LOX	1276	0	0.0	8
older_adult_65plus	Tcell	CD4+TCM	other	LOXL1	1276	11	0.008620689655172414	8
older_adult_65plus	Tcell	CD4+TCM	other	LOXL2	1276	3	0.0023510971786833857	8
older_adult_65plus	Tcell	CD4+TCM	other	LOXL3	1276	4	0.003134796238244514	8
older_adult_65plus	Tcell	CD4+TCM	other	LOXL4	1276	0	0.0	8
older_adult_65plus	Tcell	CD4+TEFF	other	LOX	1072	0	0.0	8
older_adult_65plus	Tcell	CD4+TEFF	other	LOXL1	1072	25	0.02332089552238806	8
older_adult_65plus	Tcell	CD4+TEFF	other	LOXL2	1072	2	0.0018656716417910447	8
older_adult_65plus	Tcell	CD4+TEFF	other	LOXL3	1072	0	0.0	8
older_adult_65plus	Tcell	CD4+TEFF	other	LOXL4	1072	0	0.0	8
older_adult_65plus	Tcell	CD4+TEM	other	LOX	1075	0	0.0	8
older_adult_65plus	Tcell	CD4+TEM	other	LOXL1	1075	11	0.010232558139534883	8
older_adult_65plus	Tcell	CD4+TEM	other	LOXL2	1075	1	0.0009302325581395349	8
older_adult_65plus	Tcell	CD4+TEM	other	LOXL3	1075	0	0.0	8
older_adult_65plus	Tcell	CD4+TEM	other	LOXL4	1075	0	0.0	8
older_adult_65plus	Tcell	CD4+TN	other	LOX	1953	0	0.0	8
older_adult_65plus	Tcell	CD4+TN	other	LOXL1	1953	4	0.002048131080389145	8
older_adult_65plus	Tcell	CD4+TN	other	LOXL2	1953	2	0.0010240655401945725	8
older_adult_65plus	Tcell	CD4+TN	other	LOXL3	1953	1	0.0005120327700972862	8
older_adult_65plus	Tcell	CD4+TN	other	LOXL4	1953	0	0.0	8
older_adult_65plus	Tcell	CD8+RTE	other	LOX	3	0	0.0	2
older_adult_65plus	Tcell	CD8+RTE	other	LOXL1	3	0	0.0	2
older_adult_65plus	Tcell	CD8+RTE	other	LOXL2	3	0	0.0	2
older_adult_65plus	Tcell	CD8+RTE	other	LOXL3	3	0	0.0	2
older_adult_65plus	Tcell	CD8+RTE	other	LOXL4	3	0	0.0	2
older_adult_65plus	Tcell	CD8+TCM	other	LOX	585	0	0.0	8
older_adult_65plus	Tcell	CD8+TCM	other	LOXL1	585	0	0.0	8
older_adult_65plus	Tcell	CD8+TCM	other	LOXL2	585	1	0.0017094017094017094	8
older_adult_65plus	Tcell	CD8+TCM	other	LOXL3	585	0	0.0	8
older_adult_65plus	Tcell	CD8+TCM	other	LOXL4	585	0	0.0	8
older_adult_65plus	Tcell	CD8+TEM-B	other	LOX	5594	0	0.0	8
older_adult_65plus	Tcell	CD8+TEM-B	other	LOXL1	5594	23	0.0041115480872363245	8
older_adult_65plus	Tcell	CD8+TEM-B	other	LOXL2	5594	12	0.0021451555237754737	8
older_adult_65plus	Tcell	CD8+TEM-B	other	LOXL3	5594	3	0.0005362888809438684	8
older_adult_65plus	Tcell	CD8+TEM-B	other	LOXL4	5594	0	0.0	8
older_adult_65plus	Tcell	CD8+TEM-K	other	LOX	4260	1	0.00023474178403755868	8
older_adult_65plus	Tcell	CD8+TEM-K	other	LOXL1	4260	9	0.002112676056338028	8
older_adult_65plus	Tcell	CD8+TEM-K	other	LOXL2	4260	7	0.0016431924882629107	8
older_adult_65plus	Tcell	CD8+TEM-K	other	LOXL3	4260	1	0.00023474178403755868	8
older_adult_65plus	Tcell	CD8+TEM-K	other	LOXL4	4260	0	0.0	8
older_adult_65plus	Tcell	CD8+TN	other	LOX	450	0	0.0	8
older_adult_65plus	Tcell	CD8+TN	other	LOXL1	450	1	0.0022222222222222222	8
older_adult_65plus	Tcell	CD8+TN	other	LOXL2	450	2	0.0044444444444444444	8
older_adult_65plus	Tcell	CD8+TN	other	LOXL3	450	0	0.0	8
older_adult_65plus	Tcell	CD8+TN	other	LOXL4	450	1	0.0022222222222222222	8
older_adult_65plus	Tcell	IFN_T	other	LOX	68	0	0.0	8
older_adult_65plus	Tcell	IFN_T	other	LOXL1	68	0	0.0	8
older_adult_65plus	Tcell	IFN_T	other	LOXL2	68	0	0.0	8
older_adult_65plus	Tcell	IFN_T	other	LOXL3	68	0	0.0	8
older_adult_65plus	Tcell	IFN_T	other	LOXL4	68	0	0.0	8
older_adult_65plus	Tcell	MAIT	other	LOX	471	0	0.0	8
older_adult_65plus	Tcell	MAIT	other	LOXL1	471	2	0.004246284501061571	8
older_adult_65plus	Tcell	MAIT	other	LOXL2	471	1	0.0021231422505307855	8
older_adult_65plus	Tcell	MAIT	other	LOXL3	471	0	0.0	8
older_adult_65plus	Tcell	MAIT	other	LOXL4	471	0	0.0	8
older_adult_65plus	Tcell	T_un	other	LOX	193	0	0.0	7
older_adult_65plus	Tcell	T_un	other	LOXL1	193	1	0.0051813471502590676	7
older_adult_65plus	Tcell	T_un	other	LOXL2	193	0	0.0	7
older_adult_65plus	Tcell	T_un	other	LOXL3	193	0	0.0	7
older_adult_65plus	Tcell	T_un	other	LOXL4	193	0	0.0	7
older_adult_65plus	Tcell	Tex	other	LOX	86	0	0.0	8
older_adult_65plus	Tcell	Tex	other	LOXL1	86	0	0.0	8
older_adult_65plus	Tcell	Tex	other	LOXL2	86	1	0.011627906976744186	8
older_adult_65plus	Tcell	Tex	other	LOXL3	86	0	0.0	8
older_adult_65plus	Tcell	Tex	other	LOXL4	86	0	0.0	8
older_adult_65plus	Tcell	Treg	other	LOX	620	0	0.0	8
older_adult_65plus	Tcell	Treg	other	LOXL1	620	8	0.012903225806451613	8
older_adult_65plus	Tcell	Treg	other	LOXL2	620	1	0.0016129032258064516	8
older_adult_65plus	Tcell	Treg	other	LOXL3	620	0	0.0	8
older_adult_65plus	Tcell	Treg	other	LOXL4	620	0	0.0	8
older_adult_65plus	Tcell	Vδ1T-1	other	LOX	22	0	0.0	6
older_adult_65plus	Tcell	Vδ1T-1	other	LOXL1	22	0	0.0	6
older_adult_65plus	Tcell	Vδ1T-1	other	LOXL2	22	0	0.0	6
older_adult_65plus	Tcell	Vδ1T-1	other	LOXL3	22	0	0.0	6
older_adult_65plus	Tcell	Vδ1T-1	other	LOXL4	22	0	0.0	6
older_adult_65plus	Tcell	Vδ1T-2	other	LOX	1529	0	0.0	8
older_adult_65plus	Tcell	Vδ1T-2	other	LOXL1	1529	7	0.004578155657292348	8
older_adult_65plus	Tcell	Vδ1T-2	other	LOXL2	1529	5	0.0032701111837802484	8
older_adult_65plus	Tcell	Vδ1T-2	other	LOXL3	1529	0	0.0	8
older_adult_65plus	Tcell	Vδ1T-2	other	LOXL4	1529	0	0.0	8
older_adult_65plus	Tcell	Vδ2Vγ9T	other	LOX	578	0	0.0	8
older_adult_65plus	Tcell	Vδ2Vγ9T	other	LOXL1	578	1	0.0017301038062283738	8
older_adult_65plus	Tcell	Vδ2Vγ9T	other	LOXL2	578	0	0.0	8
older_adult_65plus	Tcell	Vδ2Vγ9T	other	LOXL3	578	2	0.0034602076124567475	8
older_adult_65plus	Tcell	Vδ2Vγ9T	other	LOXL4	578	1	0.0017301038062283738	8
older_adult_65plus	cDC	cDC	other	LOX	436	0	0.0	8
older_adult_65plus	cDC	cDC	other	LOXL1	436	0	0.0	8
older_adult_65plus	cDC	cDC	other	LOXL2	436	1	0.0022935779816513763	8
older_adult_65plus	cDC	cDC	other	LOXL3	436	19	0.04357798165137615	8
older_adult_65plus	cDC	cDC	other	LOXL4	436	0	0.0	8
older_adult_65plus	pDC	pDC	other	LOX	101	0	0.0	7
older_adult_65plus	pDC	pDC	other	LOXL1	101	0	0.0	7
older_adult_65plus	pDC	pDC	other	LOXL2	101	0	0.0	7
older_adult_65plus	pDC	pDC	other	LOXL3	101	0	0.0	7
older_adult_65plus	pDC	pDC	other	LOXL4	101	0	0.0	7
pediatric_1_17y	ABC	ABC	other	LOX	459	0	0.0	6
pediatric_1_17y	ABC	ABC	other	LOXL1	459	0	0.0	6
pediatric_1_17y	ABC	ABC	other	LOXL2	459	1	0.002178649237472767	6
pediatric_1_17y	ABC	ABC	other	LOXL3	459	3	0.006535947712418301	6
pediatric_1_17y	ABC	ABC	other	LOXL4	459	0	0.0	6
pediatric_1_17y	Endo	Endo	endothelial	LOX	54	1	0.018518518518518517	4
pediatric_1_17y	Endo	Endo	endothelial	LOXL1	54	0	0.0	4
pediatric_1_17y	Endo	Endo	endothelial	LOXL2	54	6	0.1111111111111111	4
pediatric_1_17y	Endo	Endo	endothelial	LOXL3	54	1	0.018518518518518517	4
pediatric_1_17y	Endo	Endo	endothelial	LOXL4	54	0	0.0	4
pediatric_1_17y	Epi	Ciliated	epithelial_or_epi	LOX	8	0	0.0	4
pediatric_1_17y	Epi	Ciliated	epithelial_or_epi	LOXL1	8	1	0.125	4
pediatric_1_17y	Epi	Ciliated	epithelial_or_epi	LOXL2	8	1	0.125	4
pediatric_1_17y	Epi	Ciliated	epithelial_or_epi	LOXL3	8	0	0.0	4
pediatric_1_17y	Epi	Ciliated	epithelial_or_epi	LOXL4	8	0	0.0	4
pediatric_1_17y	Epi	Immature_TEC	epithelial_or_epi;immature_TEC	LOX	4	0	0.0	3
pediatric_1_17y	Epi	Immature_TEC	epithelial_or_epi;immature_TEC	LOXL1	4	0	0.0	3
pediatric_1_17y	Epi	Immature_TEC	epithelial_or_epi;immature_TEC	LOXL2	4	0	0.0	3
pediatric_1_17y	Epi	Immature_TEC	epithelial_or_epi;immature_TEC	LOXL3	4	0	0.0	3
pediatric_1_17y	Epi	Immature_TEC	epithelial_or_epi;immature_TEC	LOXL4	4	0	0.0	3
pediatric_1_17y	Epi	Ionocyte	epithelial_or_epi	LOX	5	0	0.0	3
pediatric_1_17y	Epi	Ionocyte	epithelial_or_epi	LOXL1	5	0	0.0	3
pediatric_1_17y	Epi	Ionocyte	epithelial_or_epi	LOXL2	5	0	0.0	3
pediatric_1_17y	Epi	Ionocyte	epithelial_or_epi	LOXL3	5	0	0.0	3
pediatric_1_17y	Epi	Ionocyte	epithelial_or_epi	LOXL4	5	0	0.0	3
pediatric_1_17y	Epi	MKI67+cTEC	epithelial_or_epi;ctec_like	LOX	7	0	0.0	3
pediatric_1_17y	Epi	MKI67+cTEC	epithelial_or_epi;ctec_like	LOXL1	7	0	0.0	3
pediatric_1_17y	Epi	MKI67+cTEC	epithelial_or_epi;ctec_like	LOXL2	7	0	0.0	3
pediatric_1_17y	Epi	MKI67+cTEC	epithelial_or_epi;ctec_like	LOXL3	7	0	0.0	3
pediatric_1_17y	Epi	MKI67+cTEC	epithelial_or_epi;ctec_like	LOXL4	7	0	0.0	3
pediatric_1_17y	Epi	TEC(myo)	epithelial_or_epi	LOX	13	0	0.0	5
pediatric_1_17y	Epi	TEC(myo)	epithelial_or_epi	LOXL1	13	0	0.0	5
pediatric_1_17y	Epi	TEC(myo)	epithelial_or_epi	LOXL2	13	3	0.23076923076923078	5
pediatric_1_17y	Epi	TEC(myo)	epithelial_or_epi	LOXL3	13	0	0.0	5
pediatric_1_17y	Epi	TEC(myo)	epithelial_or_epi	LOXL4	13	0	0.0	5
pediatric_1_17y	Epi	TEC(neuron)	epithelial_or_epi	LOX	46	0	0.0	5
pediatric_1_17y	Epi	TEC(neuron)	epithelial_or_epi	LOXL1	46	0	0.0	5
pediatric_1_17y	Epi	TEC(neuron)	epithelial_or_epi	LOXL2	46	0	0.0	5
pediatric_1_17y	Epi	TEC(neuron)	epithelial_or_epi	LOXL3	46	1	0.021739130434782608	5
pediatric_1_17y	Epi	TEC(neuron)	epithelial_or_epi	LOXL4	46	2	0.043478260869565216	5
pediatric_1_17y	Epi	cTEC_hi	epithelial_or_epi;ctec_like	LOX	348	0	0.0	5
pediatric_1_17y	Epi	cTEC_hi	epithelial_or_epi;ctec_like	LOXL1	348	2	0.005747126436781609	5
pediatric_1_17y	Epi	cTEC_hi	epithelial_or_epi;ctec_like	LOXL2	348	0	0.0	5
pediatric_1_17y	Epi	cTEC_hi	epithelial_or_epi;ctec_like	LOXL3	348	0	0.0	5
pediatric_1_17y	Epi	cTEC_hi	epithelial_or_epi;ctec_like	LOXL4	348	0	0.0	5
pediatric_1_17y	Epi	cTEC_lo	epithelial_or_epi;ctec_like	LOX	54	0	0.0	5
pediatric_1_17y	Epi	cTEC_lo	epithelial_or_epi;ctec_like	LOXL1	54	0	0.0	5
pediatric_1_17y	Epi	cTEC_lo	epithelial_or_epi;ctec_like	LOXL2	54	0	0.0	5
pediatric_1_17y	Epi	cTEC_lo	epithelial_or_epi;ctec_like	LOXL3	54	0	0.0	5
pediatric_1_17y	Epi	cTEC_lo	epithelial_or_epi;ctec_like	LOXL4	54	0	0.0	5
pediatric_1_17y	Epi	mTEC_hi	epithelial_or_epi;mtec_like	LOX	15	1	0.06666666666666667	4
pediatric_1_17y	Epi	mTEC_hi	epithelial_or_epi;mtec_like	LOXL1	15	2	0.13333333333333333	4
pediatric_1_17y	Epi	mTEC_hi	epithelial_or_epi;mtec_like	LOXL2	15	0	0.0	4
pediatric_1_17y	Epi	mTEC_hi	epithelial_or_epi;mtec_like	LOXL3	15	0	0.0	4
pediatric_1_17y	Epi	mTEC_hi	epithelial_or_epi;mtec_like	LOXL4	15	0	0.0	4
pediatric_1_17y	Epi	mTEC_lo	epithelial_or_epi;mtec_like	LOX	6	0	0.0	4
pediatric_1_17y	Epi	mTEC_lo	epithelial_or_epi;mtec_like	LOXL1	6	0	0.0	4
pediatric_1_17y	Epi	mTEC_lo	epithelial_or_epi;mtec_like	LOXL2	6	0	0.0	4
pediatric_1_17y	Epi	mTEC_lo	epithelial_or_epi;mtec_like	LOXL3	6	0	0.0	4
pediatric_1_17y	Epi	mTEC_lo	epithelial_or_epi;mtec_like	LOXL4	6	0	0.0	4
pediatric_1_17y	Epi	post_AIRE_mTEC	epithelial_or_epi;mtec_like;post_AIRE_mTEC	LOX	1	0	0.0	1
pediatric_1_17y	Epi	post_AIRE_mTEC	epithelial_or_epi;mtec_like;post_AIRE_mTEC	LOXL1	1	0	0.0	1
pediatric_1_17y	Epi	post_AIRE_mTEC	epithelial_or_epi;mtec_like;post_AIRE_mTEC	LOXL2	1	0	0.0	1
pediatric_1_17y	Epi	post_AIRE_mTEC	epithelial_or_epi;mtec_like;post_AIRE_mTEC	LOXL3	1	0	0.0	1
pediatric_1_17y	Epi	post_AIRE_mTEC	epithelial_or_epi;mtec_like;post_AIRE_mTEC	LOXL4	1	0	0.0	1
pediatric_1_17y	HSPC	HSPC	other	LOX	15	0	0.0	6
pediatric_1_17y	HSPC	HSPC	other	LOXL1	15	0	0.0	6
pediatric_1_17y	HSPC	HSPC	other	LOXL2	15	0	0.0	6
pediatric_1_17y	HSPC	HSPC	other	LOXL3	15	0	0.0	6
pediatric_1_17y	HSPC	HSPC	other	LOXL4	15	0	0.0	6
pediatric_1_17y	Hema	Agonist_1	other	LOX	1453	0	0.0	5
pediatric_1_17y	Hema	Agonist_1	other	LOXL1	1453	7	0.004817618719889883	5
pediatric_1_17y	Hema	Agonist_1	other	LOXL2	1453	8	0.0055058499655884375	5
pediatric_1_17y	Hema	Agonist_1	other	LOXL3	1453	0	0.0	5
pediatric_1_17y	Hema	Agonist_1	other	LOXL4	1453	0	0.0	5
pediatric_1_17y	Hema	Agonist_2	other	LOX	223	0	0.0	5
pediatric_1_17y	Hema	Agonist_2	other	LOXL1	223	1	0.004484304932735426	5
pediatric_1_17y	Hema	Agonist_2	other	LOXL2	223	1	0.004484304932735426	5
pediatric_1_17y	Hema	Agonist_2	other	LOXL3	223	0	0.0	5
pediatric_1_17y	Hema	Agonist_2	other	LOXL4	223	0	0.0	5
pediatric_1_17y	Hema	CD4 SOX4hi SP	other	LOX	712	0	0.0	5
pediatric_1_17y	Hema	CD4 SOX4hi SP	other	LOXL1	712	6	0.008426966292134831	5
pediatric_1_17y	Hema	CD4 SOX4hi SP	other	LOXL2	712	1	0.0014044943820224719	5
pediatric_1_17y	Hema	CD4 SOX4hi SP	other	LOXL3	712	0	0.0	5
pediatric_1_17y	Hema	CD4 SOX4hi SP	other	LOXL4	712	0	0.0	5
pediatric_1_17y	Hema	CD4 SOX4lo SP	other	LOX	27	0	0.0	4
pediatric_1_17y	Hema	CD4 SOX4lo SP	other	LOXL1	27	0	0.0	4
pediatric_1_17y	Hema	CD4 SOX4lo SP	other	LOXL2	27	0	0.0	4
pediatric_1_17y	Hema	CD4 SOX4lo SP	other	LOXL3	27	0	0.0	4
pediatric_1_17y	Hema	CD4 SOX4lo SP	other	LOXL4	27	0	0.0	4
pediatric_1_17y	Hema	CD8 SOX4hi SP	other	LOX	420	0	0.0	5
pediatric_1_17y	Hema	CD8 SOX4hi SP	other	LOXL1	420	2	0.004761904761904762	5
pediatric_1_17y	Hema	CD8 SOX4hi SP	other	LOXL2	420	2	0.004761904761904762	5
pediatric_1_17y	Hema	CD8 SOX4hi SP	other	LOXL3	420	0	0.0	5
pediatric_1_17y	Hema	CD8 SOX4hi SP	other	LOXL4	420	0	0.0	5
pediatric_1_17y	Hema	CD8 SOX4lo SP	other	LOX	22	0	0.0	5
pediatric_1_17y	Hema	CD8 SOX4lo SP	other	LOXL1	22	0	0.0	5
pediatric_1_17y	Hema	CD8 SOX4lo SP	other	LOXL2	22	0	0.0	5
pediatric_1_17y	Hema	CD8 SOX4lo SP	other	LOXL3	22	0	0.0	5
pediatric_1_17y	Hema	CD8 SOX4lo SP	other	LOXL4	22	0	0.0	5
pediatric_1_17y	Hema	DC1	other	LOX	37	0	0.0	5
pediatric_1_17y	Hema	DC1	other	LOXL1	37	0	0.0	5
pediatric_1_17y	Hema	DC1	other	LOXL2	37	0	0.0	5
pediatric_1_17y	Hema	DC1	other	LOXL3	37	2	0.05405405405405406	5
pediatric_1_17y	Hema	DC1	other	LOXL4	37	0	0.0	5
pediatric_1_17y	Hema	DC1P	other	LOX	38	0	0.0	4
pediatric_1_17y	Hema	DC1P	other	LOXL1	38	0	0.0	4
pediatric_1_17y	Hema	DC1P	other	LOXL2	38	0	0.0	4
pediatric_1_17y	Hema	DC1P	other	LOXL3	38	1	0.02631578947368421	4
pediatric_1_17y	Hema	DC1P	other	LOXL4	38	0	0.0	4
pediatric_1_17y	Hema	DC2	other	LOX	31	0	0.0	3
pediatric_1_17y	Hema	DC2	other	LOXL1	31	0	0.0	3
pediatric_1_17y	Hema	DC2	other	LOXL2	31	0	0.0	3
pediatric_1_17y	Hema	DC2	other	LOXL3	31	0	0.0	3
pediatric_1_17y	Hema	DC2	other	LOXL4	31	0	0.0	3
pediatric_1_17y	Hema	DN_P	other	LOX	9776	38	0.0038870703764320785	8
pediatric_1_17y	Hema	DN_P	other	LOXL1	9776	43	0.004398527004909984	8
pediatric_1_17y	Hema	DN_P	other	LOXL2	9776	39	0.003989361702127659	8
pediatric_1_17y	Hema	DN_P	other	LOXL3	9776	302	0.030891980360065466	8
pediatric_1_17y	Hema	DN_P	other	LOXL4	9776	1	0.00010229132569558102	8
pediatric_1_17y	Hema	DN_Q1	other	LOX	10391	10	0.00096237128284092	8
pediatric_1_17y	Hema	DN_Q1	other	LOXL1	10391	28	0.002694639591954576	8
pediatric_1_17y	Hema	DN_Q1	other	LOXL2	10391	20	0.00192474256568184	8
pediatric_1_17y	Hema	DN_Q1	other	LOXL3	10391	27	0.002598402463670484	8
pediatric_1_17y	Hema	DN_Q1	other	LOXL4	10391	1	9.6237128284092e-05	8
