gene	donor_id	sample	development_stage	sex	cell_type_level_4_explore	n_cells	n_detected	detection_fraction	matrix_used
LOXL3	F21	FCAImmP7179370	17th week post-fertilization stage	male	cTECI	3	0	0	X
LOXL3	F21	FCAImmP7179370	17th week post-fertilization stage	male	cTECII	4	0	0	X
LOXL3	F21	FCAImmP7179370	17th week post-fertilization stage	male	mTECI	9	0	0	X
LOXL3	F21	FCAImmP7179370	17th week post-fertilization stage	male	mTECI-trans	12	0	0	X
LOXL3	F21	FCAImmP7179370	17th week post-fertilization stage	male	mTECII	1	0	0	X
LOXL3	F21	FCAImmP7179370	17th week post-fertilization stage	male	mcTEC	3	0	0	X
LOXL3	F23	FCAImmP7198635	12th week post-fertilization stage	male	cTECI	4	0	0	X
LOXL3	F23	FCAImmP7198635	12th week post-fertilization stage	male	mcTEC-Prolif	2	0	0	X
LOXL3	F30	FCAImmP7277565	15th week post-fertilization stage	male	TEC-myo	2	0	0	X
LOXL3	F30	FCAImmP7277565	15th week post-fertilization stage	male	TEC-neuro	1	0	0	X
LOXL3	F30	FCAImmP7277565	15th week post-fertilization stage	male	cTECI	4	0	0	X
LOXL3	F30	FCAImmP7277565	15th week post-fertilization stage	male	mTECI	7	0	0	X
LOXL3	F30	FCAImmP7277565	15th week post-fertilization stage	male	mTECI-trans	1	0	0	X
LOXL3	F30	FCAImmP7277565	15th week post-fertilization stage	male	mTECIII	1	0	0	X
LOXL3	F30	FCAImmP7277565	15th week post-fertilization stage	male	mcTEC	5	0	0	X
LOXL3	F38	FCAImmP7528284	14th week post-fertilization stage	male	TEC-myo	1	0	0	X
LOXL3	F38	FCAImmP7528284	14th week post-fertilization stage	male	TEC-neuro	1	0	0	X
LOXL3	F38	FCAImmP7528284	14th week post-fertilization stage	male	mTECI	9	0	0	X
LOXL3	F38	FCAImmP7528285	14th week post-fertilization stage	male	TEC-myo	1	0	0	X
LOXL3	F38	FCAImmP7528285	14th week post-fertilization stage	male	TEC-neuro	1	0	0	X
LOXL3	F38	FCAImmP7528285	14th week post-fertilization stage	male	cTECI	1	0	0	X
LOXL3	F38	FCAImmP7528285	14th week post-fertilization stage	male	mTECI	9	0	0	X
LOXL3	F38	FCAImmP7528285	14th week post-fertilization stage	male	mTECI-trans	1	0	0	X
LOXL3	F45	FCAImmP7579231	13th week post-fertilization stage	female	TEC-myo	1	0	0	X
LOXL3	F45	FCAImmP7579231	13th week post-fertilization stage	female	TEC-neuro	2	1	0.5	X
LOXL3	F45	FCAImmP7579231	13th week post-fertilization stage	female	cTECI	1	0	0	X
LOXL3	F45	FCAImmP7579231	13th week post-fertilization stage	female	mTECI	3	0	0	X
LOXL3	F45	FCAImmP7579231	13th week post-fertilization stage	female	mTECII	1	0	0	X
LOXL3	F45	FCAImmP7579231	13th week post-fertilization stage	female	mcTEC	2	0	0	X
LOXL3	F64	FCAImmP7851890	12th week post-fertilization stage	male	cTECI	1	0	0	X
LOXL3	F64	FCAImmP7851890	12th week post-fertilization stage	male	cTECII	1	0	0	X
LOXL3	F64	FCAImmP7851890	12th week post-fertilization stage	male	mTECI	1	0	0	X
LOXL3	F64	FCAImmP7851890	12th week post-fertilization stage	male	mcTEC	4	0	0	X
LOXL3	F64	FCAImmP7851890	12th week post-fertilization stage	male	mcTEC-Prolif	1	0	0	X
LOXL3	F64	FCAImmP7851891	12th week post-fertilization stage	male	cTECI	3	0	0	X
LOXL3	F64	FCAImmP7851891	12th week post-fertilization stage	male	mTECI-trans	1	0	0	X
LOXL3	F64	FCAImmP7851891	12th week post-fertilization stage	male	mcTEC	3	0	0	X
LOXL3	F67	FCAImmP7851895	13th week post-fertilization stage	female	TEC-neuro	1	0	0	X
LOXL3	F67	FCAImmP7851895	13th week post-fertilization stage	female	cTECI	1	0	0	X
LOXL3	F67	FCAImmP7851895	13th week post-fertilization stage	female	mTECI	3	1	0.333333	X
LOXL3	F67	FCAImmP7851895	13th week post-fertilization stage	female	mTECI-trans	1	0	0	X
LOXL3	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	TEC-myo	5	0	0	X
LOXL3	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	TEC-neuro	3	0	0	X
LOXL3	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	cTECI	44	0	0	X
LOXL3	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	cTECII	43	0	0	X
LOXL3	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECI	137	2	0.0145985	X
LOXL3	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECI-trans	7	0	0	X
LOXL3	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECII	19	0	0	X
LOXL3	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECIII	12	0	0	X
LOXL3	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mcTEC	153	1	0.00653595	X
LOXL3	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mcTEC-Prolif	11	0	0	X
LOXL3	T07	T07_TH_EPCAM_S3	3-month-old stage	male	TEC-cilliated	3	0	0	X
LOXL3	T07	T07_TH_EPCAM_S3	3-month-old stage	male	TEC-myo	14	1	0.0714286	X
LOXL3	T07	T07_TH_EPCAM_S3	3-month-old stage	male	TEC-neuro	8	1	0.125	X
LOXL3	T07	T07_TH_EPCAM_S3	3-month-old stage	male	cTECI	74	0	0	X
LOXL3	T07	T07_TH_EPCAM_S3	3-month-old stage	male	cTECII	110	0	0	X
LOXL3	T07	T07_TH_EPCAM_S3	3-month-old stage	male	cTECIII	200	0	0	X
LOXL3	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECI	738	3	0.00406504	X
LOXL3	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECI-trans	30	0	0	X
LOXL3	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECII	259	5	0.019305	X
LOXL3	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECIII	124	0	0	X
LOXL3	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mcTEC	237	3	0.0126582	X
LOXL3	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mcTEC-Prolif	14	0	0	X
LOXL3	T07	T07_TH_TOT_1_S1	3-month-old stage	male	TEC-myo	2	0	0	X
LOXL3	T07	T07_TH_TOT_1_S1	3-month-old stage	male	cTECI	5	0	0	X
LOXL3	T07	T07_TH_TOT_1_S1	3-month-old stage	male	cTECII	15	0	0	X
LOXL3	T07	T07_TH_TOT_1_S1	3-month-old stage	male	cTECIII	36	0	0	X
LOXL3	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECI	28	0	0	X
LOXL3	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECI-trans	1	0	0	X
LOXL3	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECII	9	0	0	X
LOXL3	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECIII	8	0	0	X
LOXL3	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mcTEC	14	0	0	X
LOXL3	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mcTEC-Prolif	2	0	0	X
LOXL3	T07	T07_TH_TOT_2_S2	3-month-old stage	male	cTECI	4	0	0	X
LOXL3	T07	T07_TH_TOT_2_S2	3-month-old stage	male	cTECII	7	0	0	X
LOXL3	T07	T07_TH_TOT_2_S2	3-month-old stage	male	cTECIII	19	0	0	X
LOXL3	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECI	31	0	0	X
LOXL3	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECI-trans	1	0	0	X
LOXL3	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECII	14	0	0	X
LOXL3	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECIII	7	0	0	X
LOXL3	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mcTEC	7	0	0	X
LOXL3	U09	TA9260013	6-month-old stage	female	TEC-cilliated	1	0	0	X
LOXL3	U09	TA9260013	6-month-old stage	female	TEC-myo	5	0	0	X
LOXL3	U09	TA9260013	6-month-old stage	female	TEC-neuro	3	0	0	X
LOXL3	U09	TA9260013	6-month-old stage	female	cTECI	6	0	0	X
LOXL3	U09	TA9260013	6-month-old stage	female	cTECII	35	0	0	X
LOXL3	U09	TA9260013	6-month-old stage	female	cTECIII	61	1	0.0163934	X
LOXL3	U09	TA9260013	6-month-old stage	female	mTECI	69	0	0	X
LOXL3	U09	TA9260013	6-month-old stage	female	mTECI-trans	5	0	0	X
LOXL3	U09	TA9260013	6-month-old stage	female	mTECII	18	0	0	X
LOXL3	U09	TA9260013	6-month-old stage	female	mTECIII	23	0	0	X
LOXL3	U09	TA9260013	6-month-old stage	female	mcTEC	4	0	0	X
LOXL3	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	TEC-cilliated	3	0	0	X
LOXL3	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	TEC-myo	53	0	0	X
LOXL3	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	TEC-neuro	1	0	0	X
LOXL3	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	cTECI	830	7	0.00843373	X
LOXL3	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	cTECII	25	0	0	X
LOXL3	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	cTECIII	25	0	0	X
LOXL3	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECI	118	0	0	X
LOXL3	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECI-trans	1	0	0	X
LOXL3	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECII	25	0	0	X
LOXL3	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECIII	25	0	0	X
LOXL3	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mcTEC	2128	20	0.0093985	X
LOXL3	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mcTEC-Prolif	32	1	0.03125	X
LOXL3	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	TEC-cilliated	15	0	0	X
LOXL3	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	TEC-myo	44	0	0	X
LOXL3	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	TEC-neuro	11	0	0	X
LOXL3	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	cTECI	748	3	0.0040107	X
LOXL3	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	cTECII	550	3	0.00545455	X
LOXL3	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	cTECIII	104	0	0	X
LOXL3	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECI	876	6	0.00684932	X
LOXL3	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECI-trans	62	1	0.016129	X
LOXL3	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECII	133	2	0.0150376	X
LOXL3	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECIII	67	0	0	X
LOXL3	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mcTEC	382	1	0.0026178	X
LOXL3	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mcTEC-Prolif	11	0	0	X
LOXL3	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	TEC-myo	1	0	0	X
LOXL3	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	TEC-neuro	1	0	0	X
LOXL3	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	cTECI	2	0	0	X
LOXL3	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	cTECIII	4	0	0	X
LOXL3	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mTECI	1	0	0	X
LOXL3	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mTECII	3	0	0	X
LOXL3	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mTECIII	1	0	0	X
LOXL3	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mcTEC	1	0	0	X
LOXL3	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-cilliated	7	2	0.285714	X
LOXL3	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-myo	32	0	0	X
LOXL3	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-neuro	16	0	0	X
LOXL3	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-tuft	1	0	0	X
LOXL3	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	cTECI	83	2	0.0240964	X
LOXL3	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	cTECII	252	0	0	X
LOXL3	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	cTECIII	346	1	0.00289017	X
LOXL3	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECI	208	1	0.00480769	X
LOXL3	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECI-trans	26	0	0	X
LOXL3	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECII	72	3	0.0416667	X
LOXL3	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECIII	23	0	0	X
LOXL3	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mcTEC	42	0	0	X
LOXL3	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mcTEC-Prolif	2	0	0	X
LOXL3	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	TEC-cilliated	14	1	0.0714286	X
LOXL3	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	TEC-myo	39	0	0	X
LOXL3	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	TEC-neuro	12	1	0.0833333	X
LOXL3	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	cTECI	82	1	0.0121951	X
LOXL3	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	cTECII	275	1	0.00363636	X
LOXL3	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	cTECIII	328	0	0	X
LOXL3	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECI	219	3	0.0136986	X
LOXL3	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECI-trans	14	0	0	X
LOXL3	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECII	81	0	0	X
LOXL3	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECIII	28	0	0	X
LOXL3	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mcTEC	41	1	0.0243902	X
LOXL3	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mcTEC-Prolif	4	0	0	X
LOXL3	Z11	TA9260017	2-year-old stage	female	TEC-neuro	1	0	0	X
LOXL3	Z11	TA9260017	2-year-old stage	female	mTECI	3	0	0	X
LOXL3	Z11	TA9260017	2-year-old stage	female	mcTEC	4	1	0.25	X
LOXL3	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-cilliated	1	0	0	X
LOXL3	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-myo	101	2	0.019802	X
LOXL3	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-neuro	29	0	0	X
LOXL3	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-tuft	16	0	0	X
LOXL3	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	cTECI	2907	8	0.00275198	X
LOXL3	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	cTECII	250	0	0	X
LOXL3	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECI	743	0	0	X
LOXL3	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECI-trans	114	0	0	X
LOXL3	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECII	80	0	0	X
LOXL3	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECIII	37	0	0	X
LOXL3	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mcTEC	2051	1	0.000487567	X
LOXL3	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mcTEC-Prolif	381	2	0.00524934	X
LOXL3	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-cilliated	78	4	0.0512821	X
LOXL3	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-myo	209	5	0.0239234	X
LOXL3	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-neuro	181	2	0.0110497	X
LOXL3	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-tuft	23	0	0	X
LOXL3	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	cTECI	172	1	0.00581395	X
LOXL3	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	cTECII	14	0	0	X
LOXL3	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECI	56	0	0	X
LOXL3	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECI-trans	136	0	0	X
LOXL3	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECII	50	0	0	X
LOXL3	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECIII	97	1	0.0103093	X
LOXL3	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mcTEC	246	0	0	X
LOXL3	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mcTEC-Prolif	31	0	0	X
LOXL3	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-cilliated	62	1	0.016129	X
LOXL3	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-myo	222	2	0.00900901	X
LOXL3	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-neuro	174	0	0	X
LOXL3	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-tuft	26	0	0	X
LOXL3	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	cTECI	229	0	0	X
LOXL3	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	cTECII	14	0	0	X
LOXL3	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECI	59	0	0	X
LOXL3	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECI-trans	150	0	0	X
LOXL3	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECII	53	0	0	X
LOXL3	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECIII	105	0	0	X
LOXL3	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mcTEC	237	0	0	X
LOXL3	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mcTEC-Prolif	26	0	0	X
LOXL3	postnatal_10m_donor	baut5	10-month-old stage	unknown	TEC-cilliated	7	0	0	X
LOXL3	postnatal_10m_donor	baut5	10-month-old stage	unknown	TEC-myo	9	0	0	X
LOXL3	postnatal_10m_donor	baut5	10-month-old stage	unknown	TEC-neuro	10	0	0	X
LOXL3	postnatal_10m_donor	baut5	10-month-old stage	unknown	cTECI	2	0	0	X
LOXL3	postnatal_10m_donor	baut5	10-month-old stage	unknown	cTECII	17	0	0	X
LOXL3	postnatal_10m_donor	baut5	10-month-old stage	unknown	cTECIII	29	0	0	X
LOXL3	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECI	10	0	0	X
LOXL3	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECI-trans	1	0	0	X
LOXL3	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECII	10	0	0	X
LOXL3	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECIII	113	0	0	X
LOXL3	postnatal_10m_donor	baut5	10-month-old stage	unknown	mcTEC	8	0	0	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	TEC-cilliated	14	2	0.142857	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	TEC-myo	43	0	0	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	TEC-neuro	19	0	0	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	cTECI	107	0	0	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	cTECII	72	0	0	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	cTECIII	48	0	0	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECI	253	1	0.00395257	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECI-trans	19	1	0.0526316	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECII	35	0	0	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECIII	204	0	0	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	mcTEC	212	1	0.00471698	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	mcTEC-Prolif	4	0	0	X
LOXL3	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	TEC-neuro	1	0	0	X
LOXL3	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	cTECI	3	0	0	X
LOXL3	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	cTECII	1	0	0	X
LOXL3	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	cTECIII	38	0	0	X
LOXL3	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTECI	5	0	0	X
LOXL3	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTECII	8	0	0	X
LOXL3	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTECIII	42	0	0	X
LOXL3	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mcTEC	2	0	0	X
LOXL4	6m_thymus_donor	GSM4838951	6-month-old stage	female	TEC-cilliated	10	0	0	X
LOXL4	6m_thymus_donor	GSM4838951	6-month-old stage	female	TEC-myo	1	0	0	X
LOXL4	6m_thymus_donor	GSM4838951	6-month-old stage	female	TEC-neuro	20	1	0.05	X
LOXL4	6m_thymus_donor	GSM4838951	6-month-old stage	female	cTECI	20	1	0.05	X
LOXL4	6m_thymus_donor	GSM4838951	6-month-old stage	female	cTECII	42	0	0	X
LOXL4	6m_thymus_donor	GSM4838951	6-month-old stage	female	cTECIII	130	0	0	X
LOXL4	6m_thymus_donor	GSM4838951	6-month-old stage	female	mTECI	27	0	0	X
LOXL4	6m_thymus_donor	GSM4838951	6-month-old stage	female	mTECI-trans	4	0	0	X
LOXL4	6m_thymus_donor	GSM4838951	6-month-old stage	female	mTECIII	5	0	0	X
LOXL4	6m_thymus_donor	GSM4838951	6-month-old stage	female	mcTEC	16	0	0	X
LOXL4	6m_thymus_donor	GSM4838951	6-month-old stage	female	mcTEC-Prolif	1	0	0	X
LOXL4	6m_thymus_donor	GSM4838952	6-month-old stage	female	TEC-cilliated	2	0	0	X
LOXL4	6m_thymus_donor	GSM4838952	6-month-old stage	female	TEC-neuro	15	1	0.0666667	X
LOXL4	6m_thymus_donor	GSM4838952	6-month-old stage	female	cTECI	18	0	0	X
LOXL4	6m_thymus_donor	GSM4838952	6-month-old stage	female	cTECII	214	0	0	X
LOXL4	6m_thymus_donor	GSM4838952	6-month-old stage	female	cTECIII	779	0	0	X
LOXL4	6m_thymus_donor	GSM4838952	6-month-old stage	female	mTECI	2	0	0	X
LOXL4	6m_thymus_donor	GSM4838952	6-month-old stage	female	mTECII	1	0	0	X
LOXL4	6m_thymus_donor	GSM4838952	6-month-old stage	female	mTECIII	11	0	0	X
LOXL4	6m_thymus_donor	GSM4838952	6-month-old stage	female	mcTEC	3	0	0	X
LOXL4	6m_thymus_donor	GSM4838952	6-month-old stage	female	mcTEC-Prolif	3	0	0	X
LOXL4	6m_thymus_donor	GSM4838953	6-month-old stage	female	TEC-cilliated	22	0	0	X
LOXL4	6m_thymus_donor	GSM4838953	6-month-old stage	female	TEC-myo	159	3	0.0188679	X
LOXL4	6m_thymus_donor	GSM4838953	6-month-old stage	female	TEC-neuro	114	0	0	X
LOXL4	6m_thymus_donor	GSM4838953	6-month-old stage	female	cTECI	2	0	0	X
LOXL4	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECI	216	20	0.0925926	X
LOXL4	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECI-trans	88	0	0	X
LOXL4	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECII	1	0	0	X
LOXL4	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECIII	4	0	0	X
LOXL4	6m_thymus_donor	GSM4838953	6-month-old stage	female	mcTEC	14	1	0.0714286	X
LOXL4	6m_thymus_donor	GSM4838954	6-month-old stage	female	TEC-cilliated	382	0	0	X
LOXL4	6m_thymus_donor	GSM4838954	6-month-old stage	female	TEC-myo	105	5	0.047619	X
LOXL4	6m_thymus_donor	GSM4838954	6-month-old stage	female	TEC-neuro	998	8	0.00801603	X
LOXL4	6m_thymus_donor	GSM4838954	6-month-old stage	female	cTECIII	4	0	0	X
LOXL4	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECI	73	1	0.0136986	X
LOXL4	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECI-trans	79	0	0	X
LOXL4	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECII	24	0	0	X
LOXL4	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECIII	61	0	0	X
LOXL4	6m_thymus_donor	GSM4838954	6-month-old stage	female	mcTEC	2	0	0	X
LOXL4	F21	FCAImmP7179370	17th week post-fertilization stage	male	TEC-cilliated	2	0	0	X
LOXL4	F21	FCAImmP7179370	17th week post-fertilization stage	male	TEC-myo	4	0	0	X
LOXL4	F21	FCAImmP7179370	17th week post-fertilization stage	male	TEC-neuro	5	0	0	X
LOXL4	F21	FCAImmP7179370	17th week post-fertilization stage	male	cTECI	3	0	0	X
LOXL4	F21	FCAImmP7179370	17th week post-fertilization stage	male	cTECII	4	0	0	X
LOXL4	F21	FCAImmP7179370	17th week post-fertilization stage	male	mTECI	9	1	0.111111	X
LOXL4	F21	FCAImmP7179370	17th week post-fertilization stage	male	mTECI-trans	12	0	0	X
LOXL4	F21	FCAImmP7179370	17th week post-fertilization stage	male	mTECII	1	0	0	X
LOXL4	F21	FCAImmP7179370	17th week post-fertilization stage	male	mcTEC	3	0	0	X
LOXL4	F23	FCAImmP7198635	12th week post-fertilization stage	male	cTECI	4	0	0	X
LOXL4	F23	FCAImmP7198635	12th week post-fertilization stage	male	mcTEC-Prolif	2	0	0	X
LOXL4	F30	FCAImmP7277565	15th week post-fertilization stage	male	TEC-myo	2	0	0	X
LOXL4	F30	FCAImmP7277565	15th week post-fertilization stage	male	TEC-neuro	1	0	0	X
LOXL4	F30	FCAImmP7277565	15th week post-fertilization stage	male	cTECI	4	0	0	X
LOXL4	F30	FCAImmP7277565	15th week post-fertilization stage	male	mTECI	7	0	0	X
LOXL4	F30	FCAImmP7277565	15th week post-fertilization stage	male	mTECI-trans	1	0	0	X
LOXL4	F30	FCAImmP7277565	15th week post-fertilization stage	male	mTECIII	1	0	0	X
LOXL4	F30	FCAImmP7277565	15th week post-fertilization stage	male	mcTEC	5	0	0	X
LOXL4	F38	FCAImmP7528284	14th week post-fertilization stage	male	TEC-myo	1	0	0	X
