CellID	ClusterID	Position	PlateID	Column	Row	SortType	SortDay	Age	SubType	sizeFactor	ExportSample	cell_barcode	total_counts_all_features	detected_features_all_features	join_id	Characteristics[individual]	Characteristics[age]	Factor Value[age]	Characteristics[cell type]	Characteristics[FACS marker]	Characteristics[inferred cell type]	Comment[ENA_RUN]	Assay Name	age_week	individual	biological_mouse_id
L9.B002450.5_4.52.16.1_S165	2	L9	B002450	9	L	gmTEC	5	52wk	Intertypical TEC	0.285674869758178	day5	L9.B002450.5_4.52.16.1_S165	376676	3398	L9B0024505452161S165	5	52	52	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3828496	L9-B002450-5_4-52-16-1_S165	52	5	wk52_mouse5
M1.B002336.5_32.4.52.1_S145	2	M1	B002336	1	M	gmTEC	5	32wk	Intertypical TEC	0.527389455385335	day5	M1.B002336.5_32.4.52.1_S145	620451	3294	M1B0023365324521S145	5	32	32	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3825294	M1-B002336-5_32-4-52-1_S145	32	5	wk32_mouse5
M1.B002345.5_52.1.32.1_S13	2	M1	B002345	1	M	gmTEC	5	52wk	Intertypical TEC	0.587391490023986	day5	M1.B002345.5_52.1.32.1_S13	1051458	4174	M1B0023455521321S13	5	52	52	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3828519	M1-B002345-5_52-1-32-1_S13	52	5	wk52_mouse5
M10.B002336.5_32.4.52.1_S154	3	M10	B002336	10	M	cTEC	5	4wk	Mature cTEC	0.714964688457807	day5	M10.B002336.5_32.4.52.1_S154	958405	4177	M10B0023365324521S154	5	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3819430	M10-B002336-5_32-4-52-1_S154	4	5	wk4_mouse5
M10.B002345.5_52.1.32.1_S22	9	M10	B002345	10	M	cTEC	5	1wk	Perinatal cTEC	1.23012727177673	day5	M10.B002345.5_52.1.32.1_S22	1468897	5832	M10B0023455521321S22	5	1	1	cTEC	CD45-EpCAM+Ly51+CD80-	Perintal.cTEC	ERR3816719	M10-B002345-5_52-1-32-1_S22	1	5	wk1_mouse5
M11.B002336.5_32.4.52.1_S155	2	M11	B002336	11	M	cTEC	5	4wk	Intertypical TEC	0.59133674076247	day5	M11.B002336.5_32.4.52.1_S155	658453	2804	M11B0023365324521S155	5	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3819435	M11-B002336-5_32-4-52-1_S155	4	5	wk4_mouse5
M11.B002345.5_52.1.32.1_S23	9	M11	B002345	11	M	cTEC	5	1wk	Perinatal cTEC	1.71071221077974	day5	M11.B002345.5_52.1.32.1_S23	2228161	6947	M11B0023455521321S23	5	1	1	cTEC	CD45-EpCAM+Ly51+CD80-	Perintal.cTEC	ERR3816721	M11-B002345-5_52-1-32-1_S23	1	5	wk1_mouse5
M11.B002450.5_4.52.16.1_S191	2	M11	B002450	11	M	cTEC	5	52wk	Intertypical TEC	0.310055539863293	day5	M11.B002450.5_4.52.16.1_S191	396279	3322	M11B0024505452161S191	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3828498	M11-B002450-5_4-52-16-1_S191	52	5	wk52_mouse5
M12.B002336.5_32.4.52.1_S156	3	M12	B002336	12	M	cTEC	5	4wk	Mature cTEC	0.308520658660369	day5	M12.B002336.5_32.4.52.1_S156	329353	3320	M12B0023365324521S156	5	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3819440	M12-B002336-5_32-4-52-1_S156	4	5	wk4_mouse5
M12.B002345.5_52.1.32.1_S24	9	M12	B002345	12	M	cTEC	5	1wk	Perinatal cTEC	1.688075958605	day5	M12.B002345.5_52.1.32.1_S24	2410791	6549	M12B0023455521321S24	5	1	1	cTEC	CD45-EpCAM+Ly51+CD80-	Perintal.cTEC	ERR3816723	M12-B002345-5_52-1-32-1_S24	1	5	wk1_mouse5
M12.B002450.5_4.52.16.1_S192	2	M12	B002450	12	M	cTEC	5	52wk	Intertypical TEC	0.226226133900296	day5	M12.B002450.5_4.52.16.1_S192	334662	3279	M12B0024505452161S192	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3828499	M12-B002450-5_4-52-16-1_S192	52	5	wk52_mouse5
M13.B002336.5_32.4.52.1_S157	2	M13	B002336	13	M	cTEC	5	4wk	Intertypical TEC	0.695804135657301	day5	M13.B002336.5_32.4.52.1_S157	872862	4072	M13B0023365324521S157	5	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3819445	M13-B002336-5_32-4-52-1_S157	4	5	wk4_mouse5
M13.B002345.5_52.1.32.1_S25	9	M13	B002345	13	M	cTEC	5	1wk	Perinatal cTEC	1.41673248470139	day5	M13.B002345.5_52.1.32.1_S25	1630583	5567	M13B0023455521321S25	5	1	1	cTEC	CD45-EpCAM+Ly51+CD80-	Perintal.cTEC	ERR3816725	M13-B002345-5_52-1-32-1_S25	1	5	wk1_mouse5
M13.B002450.5_4.52.16.1_S193	3	M13	B002450	13	M	cTEC	5	52wk	Mature cTEC	0.25125239149611	day5	M13.B002450.5_4.52.16.1_S193	333282	3499	M13B0024505452161S193	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3828500	M13-B002450-5_4-52-16-1_S193	52	5	wk52_mouse5
M14.B002336.5_32.4.52.1_S158	3	M14	B002336	14	M	cTEC	5	4wk	Mature cTEC	0.931883491711612	day5	M14.B002336.5_32.4.52.1_S158	1216527	5340	M14B0023365324521S158	5	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3819450	M14-B002336-5_32-4-52-1_S158	4	5	wk4_mouse5
M14.B002337.5_1.16.4.1_S242	3	M14	B002337	14	M	cTEC	5	16wk	Mature cTEC	1.38211337191215	day5	M14.B002337.5_1.16.4.1_S242	1486646	2725	M14B002337511641S242	5	16	16	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3822066	M14-B002337-5_1-16-4-1_S242	16	5	wk16_mouse5
M14.B002345.5_52.1.32.1_S26	9	M14	B002345	14	M	cTEC	5	1wk	Perinatal cTEC	1.29786141141928	day5	M14.B002345.5_52.1.32.1_S26	1711329	6158	M14B0023455521321S26	5	1	1	cTEC	CD45-EpCAM+Ly51+CD80-	Perintal.cTEC	ERR3816727	M14-B002345-5_52-1-32-1_S26	1	5	wk1_mouse5
M14.B002450.5_4.52.16.1_S194	2	M14	B002450	14	M	cTEC	5	52wk	Intertypical TEC	0.19352293420179	day5	M14.B002450.5_4.52.16.1_S194	266532	3018	M14B0024505452161S194	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3828501	M14-B002450-5_4-52-16-1_S194	52	5	wk52_mouse5
M15.B002336.5_32.4.52.1_S159	2	M15	B002336	15	M	cTEC	5	4wk	Intertypical TEC	1.01839167605685	day5	M15.B002336.5_32.4.52.1_S159	1252353	4553	M15B0023365324521S159	5	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3819455	M15-B002336-5_32-4-52-1_S159	4	5	wk4_mouse5
M15.B002345.5_52.1.32.1_S27	9	M15	B002345	15	M	cTEC	5	1wk	Perinatal cTEC	1.66428076631413	day5	M15.B002345.5_52.1.32.1_S27	1859726	6694	M15B0023455521321S27	5	1	1	cTEC	CD45-EpCAM+Ly51+CD80-	Perintal.cTEC	ERR3816729	M15-B002345-5_52-1-32-1_S27	1	5	wk1_mouse5
M16.B002336.5_32.4.52.1_S160	3	M16	B002336	16	M	cTEC	5	4wk	Mature cTEC	1.13376291124242	day5	M16.B002336.5_32.4.52.1_S160	1307686	4360	M16B0023365324521S160	5	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3819460	M16-B002336-5_32-4-52-1_S160	4	5	wk4_mouse5
M16.B002345.5_52.1.32.1_S28	9	M16	B002345	16	M	cTEC	5	1wk	Perinatal cTEC	1.67284376945801	day5	M16.B002345.5_52.1.32.1_S28	2142443	6841	M16B0023455521321S28	5	1	1	cTEC	CD45-EpCAM+Ly51+CD80-	Perintal.cTEC	ERR3816731	M16-B002345-5_52-1-32-1_S28	1	5	wk1_mouse5
M16.B002450.5_4.52.16.1_S196	2	M16	B002450	16	M	cTEC	5	52wk	Intertypical TEC	0.255790959714524	day5	M16.B002450.5_4.52.16.1_S196	319473	3389	M16B0024505452161S196	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3828503	M16-B002450-5_4-52-16-1_S196	52	5	wk52_mouse5
M17.B002336.5_32.4.52.1_S161	3	M17	B002336	17	M	cTEC	5	52wk	Mature cTEC	0.785617329105464	day5	M17.B002336.5_32.4.52.1_S161	1045992	4417	M17B0023365324521S161	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3828508	M17-B002336-5_32-4-52-1_S161	52	5	wk52_mouse5
M17.B002345.5_52.1.32.1_S29	2	M17	B002345	17	M	cTEC	5	32wk	Intertypical TEC	1.37491139026675	day5	M17.B002345.5_52.1.32.1_S29	2038518	4845	M17B0023455521321S29	5	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3825284	M17-B002345-5_52-1-32-1_S29	32	5	wk32_mouse5
M17.B002450.5_4.52.16.1_S197	3	M17	B002450	17	M	cTEC	5	16wk	Mature cTEC	0.193426141189011	day5	M17.B002450.5_4.52.16.1_S197	230251	4046	M17B0024505452161S197	5	16	16	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3822080	M17-B002450-5_4-52-16-1_S197	16	5	wk16_mouse5
M18.B002336.5_32.4.52.1_S162	2	M18	B002336	18	M	cTEC	5	52wk	Intertypical TEC	0.905255109710902	day5	M18.B002336.5_32.4.52.1_S162	1184260	3623	M18B0023365324521S162	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3828513	M18-B002336-5_32-4-52-1_S162	52	5	wk52_mouse5
M18.B002345.5_52.1.32.1_S30	2	M18	B002345	18	M	cTEC	5	32wk	Intertypical TEC	0.973052983486246	day5	M18.B002345.5_52.1.32.1_S30	1250247	3639	M18B0023455521321S30	5	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3825286	M18-B002345-5_52-1-32-1_S30	32	5	wk32_mouse5
M18.B002450.5_4.52.16.1_S198	3	M18	B002450	18	M	cTEC	5	16wk	Mature cTEC	0.482890832824701	day5	M18.B002450.5_4.52.16.1_S198	510810	4895	M18B0024505452161S198	5	16	16	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3822081	M18-B002450-5_4-52-16-1_S198	16	5	wk16_mouse5
M19.B002336.5_32.4.52.1_S163	2	M19	B002336	19	M	cTEC	5	52wk	Intertypical TEC	1.43257410448785	day5	M19.B002336.5_32.4.52.1_S163	1747594	3237	M19B0023365324521S163	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3828518	M19-B002336-5_32-4-52-1_S163	52	5	wk52_mouse5
M19.B002345.5_52.1.32.1_S31	2	M19	B002345	19	M	cTEC	5	32wk	Intertypical TEC	1.37055544620401	day5	M19.B002345.5_52.1.32.1_S31	1814121	4428	M19B0023455521321S31	5	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3825288	M19-B002345-5_52-1-32-1_S31	32	5	wk32_mouse5
M19.B002450.5_4.52.16.1_S199	3	M19	B002450	19	M	cTEC	5	16wk	Mature cTEC	0.233050221336456	day5	M19.B002450.5_4.52.16.1_S199	266194	2915	M19B0024505452161S199	5	16	16	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3822082	M19-B002450-5_4-52-16-1_S199	16	5	wk16_mouse5
M2.B002336.5_32.4.52.1_S146	2	M2	B002336	2	M	gmTEC	5	32wk	Intertypical TEC	0.649228152851303	day5	M2.B002336.5_32.4.52.1_S146	949898	3256	M2B0023365324521S146	5	32	32	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3825312	M2-B002336-5_32-4-52-1_S146	32	5	wk32_mouse5
M2.B002345.5_52.1.32.1_S14	2	M2	B002345	2	M	gmTEC	5	52wk	Intertypical TEC	0.625849831175536	day5	M2.B002345.5_52.1.32.1_S14	872848	3745	M2B0023455521321S14	5	52	52	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3828548	M2-B002345-5_52-1-32-1_S14	52	5	wk52_mouse5
M2.B002450.5_4.52.16.1_S182	7	M2	B002450	2	M	gmTEC	5	4wk	Mature mTEC	0.38734854923506	day5	M2.B002450.5_4.52.16.1_S182	670834	2193	M2B0024505452161S182	5	4	4	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Mature.mTEC	ERR3819517	M2-B002450-5_4-52-16-1_S182	4	5	wk4_mouse5
M20.B002345.5_52.1.32.1_S32	3	M20	B002345	20	M	cTEC	5	32wk	Mature cTEC	0.259817078328154	day5	M20.B002345.5_52.1.32.1_S32	354408	2134	M20B0023455521321S32	5	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3825295	M20-B002345-5_52-1-32-1_S32	32	5	wk32_mouse5
M20.B002450.5_4.52.16.1_S200	3	M20	B002450	20	M	cTEC	5	16wk	Mature cTEC	0.360465741364012	day5	M20.B002450.5_4.52.16.1_S200	465002	4568	M20B0024505452161S200	5	16	16	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3822085	M20-B002450-5_4-52-16-1_S200	16	5	wk16_mouse5
M21.B002336.5_32.4.52.1_S165	3	M21	B002336	21	M	cTEC	5	52wk	Mature cTEC	0.912859594094927	day5	M21.B002336.5_32.4.52.1_S165	1440525	2194	M21B0023365324521S165	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3828530	M21-B002336-5_32-4-52-1_S165	52	5	wk52_mouse5
M21.B002345.5_52.1.32.1_S33	2	M21	B002345	21	M	cTEC	5	32wk	Intertypical TEC	0.507103558384245	day5	M21.B002345.5_52.1.32.1_S33	613492	3649	M21B0023455521321S33	5	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3825297	M21-B002345-5_52-1-32-1_S33	32	5	wk32_mouse5
M21.B002450.5_4.52.16.1_S201	3	M21	B002450	21	M	cTEC	5	16wk	Mature cTEC	0.206112545477109	day5	M21.B002450.5_4.52.16.1_S201	282247	4325	M21B0024505452161S201	5	16	16	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3822086	M21-B002450-5_4-52-16-1_S201	16	5	wk16_mouse5
M22.B002336.5_32.4.52.1_S166	2	M22	B002336	22	M	cTEC	5	52wk	Intertypical TEC	1.05308042004713	day5	M22.B002336.5_32.4.52.1_S166	1409134	2414	M22B0023365324521S166	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3828535	M22-B002336-5_32-4-52-1_S166	52	5	wk52_mouse5
M22.B002345.5_52.1.32.1_S34	2	M22	B002345	22	M	cTEC	5	32wk	Intertypical TEC	0.51870826413244	day5	M22.B002345.5_52.1.32.1_S34	798514	2629	M22B0023455521321S34	5	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3825299	M22-B002345-5_52-1-32-1_S34	32	5	wk32_mouse5
M22.B002450.5_4.52.16.1_S202	3	M22	B002450	22	M	cTEC	5	16wk	Mature cTEC	0.273058712803367	day5	M22.B002450.5_4.52.16.1_S202	330063	4329	M22B0024505452161S202	5	16	16	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3822087	M22-B002450-5_4-52-16-1_S202	16	5	wk16_mouse5
M24.B002336.5_32.4.52_S146	2	M24	B002336	24	M	cTEC	5	52wk	Intertypical TEC	2.321195825541	day5	M24.B002336.5_32.4.52_S146	3455883	1811	M24B002336532452S146	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3828547	M24-B002336-5_32-4-52_S146	52	5	wk52_mouse5
M24.B002345.5_52.1.32_S144	2	M24	B002345	24	M	cTEC	5	32wk	Intertypical TEC	2.11809293979463	day5	M24.B002345.5_52.1.32_S144	2682594	3190	M24B002345552132S144	5	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3825306	M24-B002345-5_52-1-32_S144	32	5	wk32_mouse5
M24.B002450.5_4.52.16_S133	3	M24	B002450	24	M	cTEC	5	16wk	Mature cTEC	2.60267859149721	day5	M24.B002450.5_4.52.16_S133	3289131	4796	M24B002450545216S133	5	16	16	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3822093	M24-B002450-5_4-52-16_S133	16	5	wk16_mouse5
M3.B002336.5_32.4.52.1_S147	2	M3	B002336	3	M	gmTEC	5	32wk	Intertypical TEC	0.896990030100658	day5	M3.B002336.5_32.4.52.1_S147	1244589	4190	M3B0023365324521S147	5	32	32	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3825317	M3-B002336-5_32-4-52-1_S147	32	5	wk32_mouse5
M3.B002345.5_52.1.32.1_S15	2	M3	B002345	3	M	gmTEC	5	52wk	Intertypical TEC	0.348628754011696	day5	M3.B002345.5_52.1.32.1_S15	587976	2333	M3B0023455521321S15	5	52	52	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3828550	M3-B002345-5_52-1-32-1_S15	52	5	wk52_mouse5
M3.B002450.5_4.52.16.1_S183	7	M3	B002450	3	M	gmTEC	5	4wk	Mature mTEC	0.925429658738977	day5	M3.B002450.5_4.52.16.1_S183	1343631	2625	M3B0024505452161S183	5	4	4	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Mature.mTEC	ERR3819518	M3-B002450-5_4-52-16-1_S183	4	5	wk4_mouse5
M5.B002336.5_32.4.52.1_S149	2	M5	B002336	5	M	gmTEC	5	32wk	Intertypical TEC	0.802682732989014	day5	M5.B002336.5_32.4.52.1_S149	998697	4102	M5B0023365324521S149	5	32	32	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3825327	M5-B002336-5_32-4-52-1_S149	32	5	wk32_mouse5
M5.B002345.5_52.1.32.1_S17	3	M5	B002345	5	M	gmTEC	5	52wk	Mature cTEC	0.391114646899841	day5	M5.B002345.5_52.1.32.1_S17	564993	2196	M5B0023455521321S17	5	52	52	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Mature.cTEC	ERR3828554	M5-B002345-5_52-1-32-1_S17	52	5	wk52_mouse5
M5.B002450.5_4.52.16.1_S185	7	M5	B002450	5	M	gmTEC	5	4wk	Mature mTEC	0.497564671429864	day5	M5.B002450.5_4.52.16.1_S185	787005	3578	M5B0024505452161S185	5	4	4	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Mature.mTEC	ERR3819520	M5-B002450-5_4-52-16-1_S185	4	5	wk4_mouse5
M6.B002336.5_32.4.52.1_S150	2	M6	B002336	6	M	gmTEC	5	32wk	Intertypical TEC	0.168468033144006	day5	M6.B002336.5_32.4.52.1_S150	225492	1783	M6B0023365324521S150	5	32	32	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3825332	M6-B002336-5_32-4-52-1_S150	32	5	wk32_mouse5
M6.B002345.5_52.1.32.1_S18	2	M6	B002345	6	M	gmTEC	5	52wk	Intertypical TEC	0.389177345414697	day5	M6.B002345.5_52.1.32.1_S18	518699	2739	M6B0023455521321S18	5	52	52	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3828556	M6-B002345-5_52-1-32-1_S18	52	5	wk52_mouse5
M7.B002336.5_32.4.52.1_S151	3	M7	B002336	7	M	cTEC	5	32wk	Mature cTEC	0.73369905791967	day5	M7.B002336.5_32.4.52.1_S151	1008397	3200	M7B0023365324521S151	5	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3825337	M7-B002336-5_32-4-52-1_S151	32	5	wk32_mouse5
M7.B002345.5_52.1.32.1_S19	2	M7	B002345	7	M	cTEC	5	52wk	Intertypical TEC	0.318474031196032	day5	M7.B002345.5_52.1.32.1_S19	417566	1982	M7B0023455521321S19	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3828558	M7-B002345-5_52-1-32-1_S19	52	5	wk52_mouse5
M7.B002450.5_4.52.16.1_S187	3	M7	B002450	7	M	cTEC	5	4wk	Mature cTEC	0.440172865306727	day5	M7.B002450.5_4.52.16.1_S187	525387	3953	M7B0024505452161S187	5	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3819522	M7-B002450-5_4-52-16-1_S187	4	5	wk4_mouse5
M8.B002336.5_32.4.52.1_S152	2	M8	B002336	8	M	cTEC	5	32wk	Intertypical TEC	0.548361407075378	day5	M8.B002336.5_32.4.52.1_S152	716849	3191	M8B0023365324521S152	5	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3825342	M8-B002336-5_32-4-52-1_S152	32	5	wk32_mouse5
M8.B002345.5_52.1.32.1_S20	3	M8	B002345	8	M	cTEC	5	52wk	Mature cTEC	0.537806688205841	day5	M8.B002345.5_52.1.32.1_S20	803847	2664	M8B0023455521321S20	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3828560	M8-B002345-5_52-1-32-1_S20	52	5	wk52_mouse5
M8.B002450.5_4.52.16.1_S188	3	M8	B002450	8	M	cTEC	5	4wk	Mature cTEC	0.602024991466116	day5	M8.B002450.5_4.52.16.1_S188	739634	4423	M8B0024505452161S188	5	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3819523	M8-B002450-5_4-52-16-1_S188	4	5	wk4_mouse5
M9.B002336.5_32.4.52.1_S153	3	M9	B002336	9	M	cTEC	5	4wk	Mature cTEC	0.588373002158941	day5	M9.B002336.5_32.4.52.1_S153	712877	4145	M9B0023365324521S153	5	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3819528	M9-B002336-5_32-4-52-1_S153	4	5	wk4_mouse5
M9.B002345.5_52.1.32.1_S21	9	M9	B002345	9	M	cTEC	5	1wk	Perinatal cTEC	1.293945280246	day5	M9.B002345.5_52.1.32.1_S21	1732624	6330	M9B0023455521321S21	5	1	1	cTEC	CD45-EpCAM+Ly51+CD80-	Perintal.cTEC	ERR3816800	M9-B002345-5_52-1-32-1_S21	1	5	wk1_mouse5
M9.B002450.5_4.52.16.1_S189	3	M9	B002450	9	M	cTEC	5	52wk	Mature cTEC	0.593525653863889	day5	M9.B002450.5_4.52.16.1_S189	721145	6157	M9B0024505452161S189	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3828562	M9-B002450-5_4-52-16-1_S189	52	5	wk52_mouse5
N1.B002336.5_32.4.52.1_S169	2	N1	B002336	1	N	cTEC	5	32wk	Intertypical TEC	0.684909854348248	day5	N1.B002336.5_32.4.52.1_S169	818804	3897	N1B0023365324521S169	5	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3825395	N1-B002336-5_32-4-52-1_S169	32	5	wk32_mouse5
N1.B002345.5_52.1.32.1_S37	3	N1	B002345	1	N	cTEC	5	52wk	Mature cTEC	0.423552721475927	day5	N1.B002345.5_52.1.32.1_S37	612149	2960	N1B0023455521321S37	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3828586	N1-B002345-5_52-1-32-1_S37	52	5	wk52_mouse5
N10.B002336.5_32.4.52.1_S178	3	N10	B002336	10	N	cTEC	5	4wk	Mature cTEC	0.713013732147925	day5	N10.B002336.5_32.4.52.1_S178	922739	3877	N10B0023365324521S178	5	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3819541	N10-B002336-5_32-4-52-1_S178	4	5	wk4_mouse5
N10.B002345.5_52.1.32.1_S46	9	N10	B002345	10	N	cTEC	5	1wk	Perinatal cTEC	1.33746283084914	day5	N10.B002345.5_52.1.32.1_S46	1865718	6633	N10B0023455521321S46	5	1	1	cTEC	CD45-EpCAM+Ly51+CD80-	Perintal.cTEC	ERR3816802	N10-B002345-5_52-1-32-1_S46	1	5	wk1_mouse5
N10.B002450.5_4.52.16.1_S214	3	N10	B002450	10	N	cTEC	5	52wk	Mature cTEC	0.425863279567607	day5	N10.B002450.5_4.52.16.1_S214	485686	3716	N10B0024505452161S214	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3828563	N10-B002450-5_4-52-16-1_S214	52	5	wk52_mouse5
N11.B002345.5_52.1.32.1_S47	6	N11	B002345	11	N	cTEC	5	1wk	Proliferating TEC	1.74459030059144	day5	N11.B002345.5_52.1.32.1_S47	1673189	4508	N11B0023455521321S47	5	1	1	cTEC	CD45-EpCAM+Ly51+CD80-	Proliferating.TEC	ERR3816804	N11-B002345-5_52-1-32-1_S47	1	5	wk1_mouse5
N11.B002450.5_4.52.16.1_S215	3	N11	B002450	11	N	cTEC	5	52wk	Mature cTEC	0.483182985988211	day5	N11.B002450.5_4.52.16.1_S215	556117	4039	N11B0024505452161S215	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3828564	N11-B002450-5_4-52-16-1_S215	52	5	wk52_mouse5
N12.B002345.5_52.1.32.1_S48	9	N12	B002345	12	N	cTEC	5	1wk	Perinatal cTEC	0.930476390430445	day5	N12.B002345.5_52.1.32.1_S48	1272498	6126	N12B0023455521321S48	5	1	1	cTEC	CD45-EpCAM+Ly51+CD80-	Perintal.cTEC	ERR3816806	N12-B002345-5_52-1-32-1_S48	1	5	wk1_mouse5
N12.B002450.5_4.52.16.1_S216	3	N12	B002450	12	N	cTEC	5	52wk	Mature cTEC	0.30104939232567	day5	N12.B002450.5_4.52.16.1_S216	354064	4108	N12B0024505452161S216	5	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3828565	N12-B002450-5_4-52-16-1_S216	52	5	wk52_mouse5
N13.B002336.5_32.4.52.1_S181	3	N13	B002336	13	N	cTEC	5	4wk	Mature cTEC	0.936630249146754	day5	N13.B002336.5_32.4.52.1_S181	1157102	5809	N13B0023365324521S181	5	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3819556	N13-B002336-5_32-4-52-1_S181	4	5	wk4_mouse5
N13.B002345.5_52.1.32.1_S49	9	N13	B002345	13	N	cTEC	5	1wk	Perinatal cTEC	1.68460734100223	day5	N13.B002345.5_52.1.32.1_S49	2217575	6628	N13B0023455521321S49	5	1	1	cTEC	CD45-EpCAM+Ly51+CD80-	Perintal.cTEC	ERR3816808	N13-B002345-5_52-1-32-1_S49	1	5	wk1_mouse5
